Site_ID,Sector_ID,Cell_ID,Vendor,Antenna_model,Azimuth,Frequency,Polarization ,Tilt,Antenna_Height,Antenna_Power,Antenna_receiver_sensitivity_dbm,Antenna_horizontal_beamwidth,Antenna_vertical_beamwidth,Front_to_back_ratio_dB
MW5206,MW5206-2,52068,Rosenberger,BA-G6W9W9X65V-00M,120,,,0,48,2*40 W,,,,
MW5206,MW5206-3,52069,Rosenberger,BA-G6W9W9X65V-00M,240,,,0,48,2*40 W,,,,
MW2613,MW2613-1,26137,Kathrein,742266V011.pafx,50,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2148,> 26 & > 28
MW2613,MW2613-2,26138,Kathrein,742266V011.pafx,190,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2149,> 26 & > 28
MW2613,MW2613-3,26139,Kathrein,742266V011.pafx,300,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2150,> 26 & > 28
MW0148,MW0148-1,1487,ERICSSON ,201115,0,,,0,46,2*40 W,,,,
MW0148,MW0148-2,1488,ERICSSON ,201115,120,,,0,46,2*40 W,,,,
MW0148,MW0148-3,1489,Kathrein,730378,220,870ÊÐÊ960ÊMHz,Vertical,4,46,2*40 W,,0,90,>Ê23ÊdB
MW0138,MW0138-1,1387,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,35,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2154,> 26 & > 28
MW0138,MW0138-2,1388,Kathrein,742266,130,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,35,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2155,> 26 & > 28
MW0138,MW0138-3,1389,Kathrein,742266,250,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,35,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2156,> 26 & > 28
MW6200,MW6200-1,62007,Andrew,DBXLH-6565C-VTM,50,824Ð960MHz&1710Ð2180,Dual Polarization,2,42,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW6200,MW6200-2,62008,Andrew,DBXLH-6565C-VTM,160,824Ð960MHz&1710Ð2180,Dual Polarization,2,42,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW6200,MW6200-3,62009,Andrew,DBXLH-6565C-VTM,270,824Ð960MHz&1710Ð2180,Dual Polarization,2,42,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0299,MW0299-1,2997,Kathrein,742266,40,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,36,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2160,> 26 & > 28
MW0299,MW0299-2,2998,Kathrein,742266,160,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,36,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2161,> 26 & > 28
MW0299,MW0299-3,2999,Kathrein,742266,280,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,36,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2162,> 26 & > 28
MW5026,MW5026-1,50267,Rosenberger,BA-G6W9W9X65V-00M,0,,,3,50,2*40 W,,,,
MW5026,MW5026-2,50268,Rosenberger,BA-G6W9W9X65V-00M,120,,,2,50,2*40 W,,,,
MW5026,MW5026-3,50269,Rosenberger,BA-G6W9W9X65V-00M,240,,,2,50,2*40 W,,,,
MW0609,MW0609-1,6097,Kathrein,739854,90,1710-1990MHz,Dual Polarization,0,79,2*40 W,,65,7,>30db
MW0609,MW0609-2,6098,Kathrein,739854,180,1710-1990MHz,Dual Polarization,0,79,2*40 W,,65,7,>30db
MW0609,MW0609-3,6099,Kathrein,739854,320,1710-1990MHz,Dual Polarization,0,79,2*40 W,,65,7,>30db
MW5028,MW5028-1,50287,Rosenberger,BA-G6W9W9X65V-00M,10,,,3,28,2*40 W,,,,
MW5028,MW5028-2,50288,Rosenberger,BA-G6W9W9X65V-00M,140,,,3,28,2*40 W,,,,
MW5028,MW5028-3,50289,Rosenberger,BA-G6W9W9X65V-00M,270,,,3,28,2*40 W,,,,
MW0222,MW0222-1,2227,Kathrein,742266,20,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,34,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2172,> 26 & > 28
MW0222,MW0222-2,2228,Kathrein,742266,160,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,34,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2173,> 26 & > 28
MW0222,MW0222-3,2229,Kathrein,742266,290,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,34,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2174,> 26 & > 28
MW0222,MW0222-1,29187,Kathrein,742266V011.pafx,20,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,34,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2175,> 26 & > 28
MW0222,MW0222-2,29188,Kathrein,742266V011.pafx,160,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,34,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2176,> 26 & > 28
MW0222,MW0222-3,29189,Kathrein,742266V011.pafx,290,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,34,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2177,> 26 & > 28
MW0391,MW0391-1,3917,Kathrein,742266,70,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,30,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2178,> 26 & > 28
MW0391,MW0391-2,3918,Kathrein,742266,220,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,30,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2179,> 26 & > 28
MW0391,MW0391-3,3919,Kathrein,742266,350,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,30,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2180,> 26 & > 28
MW5301,MW5301-1,53017,Rosenberger,BA-G6W9W9X65V-00M,20,,,2,38,2*40 W,,,,
MW5301,MW5301-2,53018,Rosenberger,BA-G6W9W9X65V-00M,140,,,2,38,2*40 W,,,,
MW5301,MW5301-3,53019,Rosenberger,BA-G6W9W9X65V-00M,300,,,2,38,2*40 W,,,,
MW5301,MW5301-1,29087,Kathrein,742266V011.pafx,20,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2184,> 26 & > 28
MW5301,MW5301-2,29088,Kathrein,742266V011.pafx,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2185,> 26 & > 28
MW5301,MW5301-3,29089,Kathrein,742266V011.pafx,300,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2186,> 26 & > 28
MW6046,MW6046-1,60467,Andrew,TBXLHA-6565DC-VTM,40,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6046,MW6046-2,60468,Andrew,TBXLHA-6565DC-VTM,170,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6046,MW6046-3,60469,Andrew,TBXLHA-6565DC-VTM,300,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW5612,MW5612-1,56127,Rosenberger,BA-G6W9W9X65V-00M,60,,,2,38,2*40 W,,,,
MW5612,MW5612-2,56128,Rosenberger,BA-G6W9W9X65V-00M,180,,,2,38,2*40 W,,,,
MW5612,MW5612-3,56129,Rosenberger,BA-G6W9W9X65V-00M,320,,,2,38,2*40 W,,,,
MW0108,MW0108-1,1087,Kathrein,742266,30,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,66,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2193,> 26 & > 28
MW0108,MW0108-2,1088,Kathrein,730378,210,870ÊÐÊ960ÊMHz,Vertical,2,66,2*40 W,,0,90,>Ê23ÊdB
MW0108,MW0108-3,1089,Kathrein,742266,300,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,66,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2195,> 26 & > 28
MW6015,MW6015-1,60157,Rosenberger,BA-G6W9W9X65V-00M,40,,,1,37,2*40 W,,,,
MW6015,MW6015-2,60158,Rosenberger,BA-G6W9W9X65V-00M,220,,,1,37,2*40 W,,,,
MW6015,MW6015-2,60158,Rosenberger,BA-G6W9W9X65V-00M,220,,,1,37,2*40 W,,,,
MW0210,MW0210-1,2107,Kathrein,742266,60,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,46,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2199,> 26 & > 28
MW0210,MW0210-2,2108,Kathrein,742266,190,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,46,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2200,> 26 & > 28
MW0210,MW0210-3,2109,Kathrein,742266,350,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,46,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2201,> 26 & > 28
MW5010,MW5010-1,50107,Rosenberger,BA-G6W9W9X65V-00M,20,,,2,47,2*40 W,,,,
MW5010,MW5010-2,50108,Rosenberger,BA-G6W9W9X65V-00M,160,,,2,47,2*40 W,,,,
MW5010,MW5010-3,50109,Rosenberger,BA-G6W9W9X65V-00M,320,,,2,47,2*40 W,,,,
MW0147,MW0147-1,1477,Rosenberger,BA-G6W9W9X65V-00M,60,,,0,68,2*40 W,,,,
MW0147,MW0147-2,1478,Rosenberger,BA-G6W9W9X65V-00M,150,,,0,68,2*40 W,,,,
MW0147,MW0147-3,1479,Rosenberger,BA-G6W9W9X65V-00M,310,,,0,68,2*40 W,,,,
MW0613,MW0613-1,6137,Rosenberger,BA-G6W9W9X65V-00M,35,,,0,49,2*40 W,,,,
MW0613,MW0613-2,6138,Rosenberger,BA-G6W9W9X65V-00M,155,,,2,49,2*40 W,,,,
MW0613,MW0613-3,6139,Rosenberger,BA-G6W9W9X65V-00M,275,,,0,49,2*40 W,,,,
MW6191,MW6191-1,61917,Rosenberger,BA-G6W9W9X65V-00M,0,,,0,48,2*40 W,,,,
MW6191,MW6191-2,61918,Rosenberger,BA-G6W9W9X65V-00M,120,,,0,48,2*40 W,,,,
MW6191,MW6191-3,61919,Rosenberger,BA-G6W9W9X65V-00M,240,,,0,48,2*40 W,,,,
MW0194,MW0194-1,1957,Kathrein,742266V011.pafx,70,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2214,> 26 & > 28
MW0194,MW0194-2,1958,Kathrein,742266V011.pafx,210,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2215,> 26 & > 28
MW0194,MW0194-3,1959,Kathrein,742266V011.pafx,310,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2216,> 26 & > 28
MW0556,MW0556-1,5567,Andrew,DBXLH-6565C-VTM,0,824Ð960MHz&1710Ð2180,Dual Polarization,3,24,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0556,MW0556-2,5568,Andrew,DBXLH-6565C-VTM,140,824Ð960MHz&1710Ð2180,Dual Polarization,2,24,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0556,MW0556-3,5569,Andrew,DBXLH-6565C-VTM,230,824Ð960MHz&1710Ð2180,Dual Polarization,2,24,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0503,MW0503-1,5037,Kathrein,742266,60,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,30,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2220,> 26 & > 28
MW0503,MW0503-2,5038,Kathrein,742266,180,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,1,30,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2221,> 26 & > 28
MW0503,MW0503-1,29047,Kathrein,742266V011.pafx,60,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,30,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2222,> 26 & > 28
MW0503,MW0503-2,29048,Kathrein,742266V011.pafx,180,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,1,30,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2223,> 26 & > 28
MW1603,MW1603-1,4307,Kathrein,742266V011.pafx,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,30,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2224,> 26 & > 28
MW1603,MW1603-2,4308,Kathrein,742266V011.pafx,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,30,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2225,> 26 & > 28
MW1603,MW1603-3,4309,Kathrein,742266V011.pafx,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,30,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2226,> 26 & > 28
MW0631,MW0631-1,6317,Kathrein,80010213,10,806Ð960MHz,Dual Polarization,1,49,2*40 W,,88,8,>27db
MW0631,MW0631-2,6318,Kathrein,80010213,120,806Ð960MHz,Dual Polarization,1,49,2*40 W,,88,8,>27db
MW0631,MW0631-3,6319,Kathrein,80010213,220,806Ð960MHz,Dual Polarization,1,49,2*40 W,,88,8,>27db
MW0113,MW0113-1,1137,Kathrein,742266,50,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,50,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2230,> 26 & > 28
MW0113,MW0113-2,1138,Kathrein,742266,180,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,50,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2231,> 26 & > 28
MW0113,MW0113-3,1139,Kathrein,742266,300,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,50,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2232,> 26 & > 28
MW6206,MW6206-1,62067,Rosenberger,BA-G6W9W9X65V-00M,60,,,2,68,2*40 W,,,,
MW6206,MW6206-2,62068,Rosenberger,BA-G6W9W9X65V-00M,180,,,2,68,2*40 W,,,,
MW6206,MW6206-3,62069,Rosenberger,BA-G6W9W9X65V-00M,300,,,2,68,2*40 W,,,,
MW6201,MW6201-1,62017,Rosenberger,BA-G6W9W9X65V-00M,50,,,0,48,2*40 W,,,,
MW6201,MW6201-2,62018,Rosenberger,BA-G6W9W9X65V-00M,210,,,0,48,2*40 W,,,,
MW6201,MW6201-3,62019,Rosenberger,BA-G6W9W9X65V-00M,300,,,0,48,2*40 W,,,,
MW6048,MW6048-1,60487,Andrew,TBXLHA-6565DC-VTM,20,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6048,MW6048-2,60488,Andrew,TBXLHA-6565DC-VTM,180,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6048,MW6048-3,60489,Andrew,TBXLHA-6565DC-VTM,260,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6202,MW6202-1,62027,Rosenberger,BA-G6W9W9X65V-00M,0,,,0,48,2*40 W,,,,
MW6202,MW6202-2,62028,Rosenberger,BA-G6W9W9X65V-00M,120,,,0,48,2*40 W,,,,
MW6202,MW6202-3,62029,Rosenberger,BA-G6W9W9X65V-00M,240,,,0,48,2*40 W,,,,
MW6204,MW6204-1,62047,Rosenberger,BA-G6W9W9X65V-00M,30,,,0,48,2*40 W,,,,
MW6204,MW6204-2,62048,Rosenberger,BA-G6W9W9X65V-00M,180,,,0,48,2*40 W,,,,
MW6204,MW6204-3,62049,Rosenberger,BA-G6W9W9X65V-00M,300,,,0,48,2*40 W,,,,
MW6012,MW6012-1,60127,Andrew,TBXLHA-6565DC-VTM,80,824Ð960&1710Ð2180,3xDual Polarization,4,38,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6012,MW6012-2,60128,Andrew,TBXLHA-6565DC-VTM,180,824Ð960&1710Ð2180,3xDual Polarization,4,38,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6012,MW6012-3,60129,Andrew,TBXLHA-6565DC-VTM,340,824Ð960&1710Ð2180,3xDual Polarization,4,38,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6049,MW6049-1,60497,Andrew,TBXLHA-6565DC-VTM,60,824Ð960&1710Ð2180,3xDual Polarization,0,54,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6049,MW6049-2,60498,Andrew,TBXLHA-6565DC-VTM,260,824Ð960&1710Ð2180,3xDual Polarization,0,54,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6049,MW6049-3,60499,Andrew,TBXLHA-6565DC-VTM,340,824Ð960&1710Ð2180,3xDual Polarization,0,54,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6050,MW6050-1,60507,Andrew,TBXLHA-6565DC-VTM,40,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6050,MW6050-2,60508,Andrew,TBXLHA-6565DC-VTM,105,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6050,MW6050-3,60509,Andrew,TBXLHA-6565DC-VTM,220,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6051,MW6051-1,60517,Andrew,TBXLHA-6565DC-VTM,140,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6051,MW6051-2,60518,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6051,MW6051-3,60519,Andrew,TBXLHA-6565DC-VTM,320,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6205,MW6205-1,62057,Rosenberger,BA-G6W9W9X65V-00M,120,,,2,16,2*40 W,,,,
MW6205,MW6205-2,62058,Rosenberger,BA-G6W9W9X65V-00M,210,,,2,16,2*40 W,,,,
MW6205,MW6205-3,62059,Rosenberger,BA-G6W9W9X65V-00M,340,,,2,16,2*40 W,,,,
MW6030,MW6030-1,60307,Andrew,TBXLHA-6565DC-VTM,30,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6030,MW6030-2,60308,Andrew,TBXLHA-6565DC-VTM,150,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6030,MW6030-3,60309,Andrew,TBXLHA-6565DC-VTM,310,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6052,MW6052-1,60527,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6052,MW6052-2,60528,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6052,MW6052-3,60529,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6053,MW6053-1,60537,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,4,38,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6053,MW6053-2,60538,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,4,38,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6053,MW6053-3,60539,Andrew,TBXLHA-6565DC-VTM,241,824Ð960&1710Ð2180,3xDual Polarization,4,38,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6199,MW6199-1,61997,Rosenberger,BA-G6W9W9X65V-00M,120,,,2,16,2*40 W,,,,
MW6199,MW6199-2,61998,Rosenberger,BA-G6W9W9X65V-00M,210,,,2,16,2*40 W,,,,
MW6199,MW6199-3,61999,Rosenberger,BA-G6W9W9X65V-00M,340,,,2,16,2*40 W,,,,
MW6056,MW6056-1,60567,Andrew,TBXLHA-6565DC-VTM,75,824Ð960&1710Ð2180,3xDual Polarization,2,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6056,MW6056-2,60568,Andrew,TBXLHA-6565DC-VTM,200,824Ð960&1710Ð2180,3xDual Polarization,2,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6056,MW6056-3,60569,Andrew,TBXLHA-6565DC-VTM,340,824Ð960&1710Ð2180,3xDual Polarization,1,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6196,MW6196-1,61967,Rosenberger,BA-G6W9W9X65V-00M,0,,,0,48,2*40 W,,,,
MW6196,MW6196-2,61968,Rosenberger,BA-G6W9W9X65V-00M,120,,,0,48,2*40 W,,,,
MW6196,MW6196-3,61969,Rosenberger,BA-G6W9W9X65V-00M,240,,,0,48,2*40 W,,,,
MW6197,MW6197-1,61977,Rosenberger,BA-G6W9W9X65V-00M,100,,,4,48,2*40 W,,,,
MW6197,MW6197-2,61978,Rosenberger,BA-G6W9W9X65V-00M,230,,,4,48,2*40 W,,,,
MW6197,MW6197-3,61979,Rosenberger,BA-G6W9W9X65V-00M,350,,,4,48,2*40 W,,,,
MW6057,MW6057-1,60577,Andrew,TBXLHA-6565DC-VTM,180,824Ð960&1710Ð2180,3xDual Polarization,0,54,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6057,MW6057-2,60578,Andrew,TBXLHA-6565DC-VTM,230,824Ð960&1710Ð2180,3xDual Polarization,0,54,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6057,MW6057-3,60579,Andrew,TBXLHA-6565DC-VTM,340,824Ð960&1710Ð2180,3xDual Polarization,0,54,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6058,MW6058-1,60587,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,2,38,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6058,MW6058-2,60588,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,4,38,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6058,MW6058-3,60589,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,4,38,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6059,MW6059-1,60597,Andrew,TBXLHA-6565DC-VTM,30,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6059,MW6059-2,60598,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6059,MW6059-3,60599,Andrew,TBXLHA-6565DC-VTM,300,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6198,MW6198-1,61987,Rosenberger,BA-G6W9W9X65V-00M,0,,,0,48,2*40 W,,,,
MW6198,MW6198-2,61988,Rosenberger,BA-G6W9W9X65V-00M,120,,,0,48,2*40 W,,,,
MW6198,MW6198-3,61989,Rosenberger,BA-G6W9W9X65V-00M,240,,,0,48,2*40 W,,,,
MW6054,MW6054-1,60547,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6054,MW6054-2,60548,Andrew,TBXLHA-6565DC-VTM,140,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6054,MW6054-3,60549,Andrew,TBXLHA-6565DC-VTM,260,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW0612,MW0612-1,6127,Rosenberger,BA-G6W9W9X65V-00M,100,,,4,50,2*40 W,,,,
MW0612,MW0612-2,6128,Rosenberger,BA-G6W9W9X65V-00M,220,,,4,50,2*40 W,,,,
MW0612,MW0612-3,6129,Rosenberger,BA-G6W9W9X65V-00M,340,,,0,50,2*40 W,,,,
MW1136,MW1136-1,60787,Kathrein,742266V011.pafx,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2302,> 26 & > 28
MW1136,MW1136-2,60788,Kathrein,742266V011.pafx,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2303,> 26 & > 28
MW1136,MW1136-3,60789,Kathrein,742266V011.pafx,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2304,> 26 & > 28
MW0540,MW0540-1,5407,Kathrein,742266,20,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2305,> 26 & > 28
MW0540,MW0540-2,5408,Kathrein,742266,180,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2306,> 26 & > 28
MW0540,MW0540-3,5409,Kathrein,742266,250,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2307,> 26 & > 28
